date,close,high,low,open,volume
2026-03-17,245.6951,249.0053,242.5826,245.4975,1547555
2026-03-18,247.1773,250.9816,245.6951,246.5351,1599160
2026-03-19,239.5688,245.9916,238.2349,245.9916,1685619
2026-03-20,240.2605,244.8059,239.5688,241.1498,1174291
2026-03-23,230.4288,238.9266,227.6126,238.9266,2243916
2026-03-24,234.7271,236.8515,229.0454,233.1955,2417807
2026-03-25,239.6676,242.879,235.1717,235.1717,1968484
2026-03-27,229.5395,239.0254,228.749,237.889,2344761
2026-03-30,220.9428,227.3162,219.5101,227.2668,4419666
2026-04-01,229.826,230.5374,225.2906,225.9822,2989782
2026-04-02,229.1541,230.0335,222.178,225.3004,2043088
2026-04-06,232.3852,233.5117,223.9665,229.2233,1828702
2026-04-07,231.7726,232.6816,227.5929,230.2311,2440115
2026-04-08,243.1261,245.8434,237.1479,239.1242,3871701
2026-04-09,235.0729,243.4324,233.4326,243.126,4764822
2026-04-10,238.8475,239.8653,234.5195,236.7527,2995165
2026-04-13,234.8456,237.8693,231.4366,233.4919,1952501
2026-04-15,245.0035,248.3927,238.6202,238.6301,3545223
2026-04-16,257.8687,258.9853,246.0904,249.3808,8988325
2026-04-17,258.343,260.3687,255.438,259.8746,4340724
2026-04-20,258.1158,263.7678,253.106,259.2422,5611186
2026-04-21,255.5763,262.4141,254.934,260.843,1785812
2026-04-22,258.264,259.7264,254.0447,254.934,2999029
2026-04-23,250.3788,257.9083,247.2366,257.9083,5335493
2026-04-24,247.2564,253.9459,245.3592,251.6041,2472229
2026-04-27,255.606,256.7423,249.1042,249.9935,2660391
2026-04-28,266.4258,269.2617,253.4519,255.5961,11443201
2026-04-29,272.73,277.5521,266.4259,267.6808,17813850
2026-04-30,269.1234,271.821,262.839,269.1629,6912508
2026-05-01,269.1234,269.1234,269.1234,269.1234,0
2026-05-04,274.647,276.6726,267.0879,269.7558,5096674
2026-05-05,272.2261,274.9928,270.0522,273.7576,4168821
2026-05-06,280.6745,283.4906,272.819,273.7083,8247404
2026-05-07,287.2949,289.4687,279.884,281.218,6870435
2026-05-08,289.8145,295.595,285.9115,287.4431,8477610
2026-05-11,286.7514,289.4193,282.3049,286.7514,3478542
2026-05-12,278.6982,286.7514,276.969,286.5538,5419634
2026-05-13,281.4156,284.2317,276.6726,278.8959,6086493
2026-05-14,285.5163,290.0122,277.0185,282.9966,12392861
2026-05-15,298.3618,306.8102,280.6251,285.5657,18051421
2026-05-18,289.8145,295.2492,284.7258,295.2492,4483026
2026-05-19,290.111,294.1623,287.0478,291.4943,2924150
2026-05-20,287.1466,289.4193,283.7376,285.7139,1877603
2026-05-21,288.3818,290.4568,286.1585,288.4312,1355199
2026-05-22,291.2473,296.3361,287.5419,288.8264,2218686
2026-05-25,290.0122,294.7057,289.0735,293.2729,1618146
2026-05-26,285.6151,290.111,284.5775,290.0122,1511338
2026-05-27,284.8246,287.4925,284.3305,284.6763,793176
2026-05-28,284.8246,284.8246,284.8246,284.8246,0
2026-05-29,277.8089,289.1229,269.0641,284.5775,2676816
2026-06-01,270.151,280.4769,268.7183,278.4512,2685777
2026-06-02,270.2004,271.9296,265.8527,268.076,2056612
2026-06-03,269.4099,270.4969,265.8527,270.2498,1201742
2026-06-04,266.0997,272.3743,264.667,270.3487,4315290
2026-06-05,263.4319,269.0641,261.258,266.8408,4744279
2026-06-08,253.8471,261.6038,252.2167,261.011,1586530
2026-06-09,257.3549,261.1098,254.2424,254.2424,1823528
2026-06-10,251.6238,259.1829,250.9816,257.8984,2749733
2026-06-11,249.9935,254.0941,248.7583,251.6238,1842660
2026-06-12,253.1554,255.9222,249.203,253.6001,4820290
2026-06-15,262.8884,265.8033,255.6751,257.3549,2951333
2026-06-16,261.5544,266.001,257.9972,263.8271,1219108
2026-06-17,272.6213,273.6094,262.839,262.839,3805049
2026-06-18,273.8071,275.5363,269.8546,273.7083,3355298
2026-06-19,271.9791,274.1529,268.8665,273.4118,1569459
2026-06-22,272.9672,278.1548,271.3368,273.2142,4571523
2026-06-23,269.2123,272.9672,268.1254,272.9672,2443656
2026-06-24,271.9791,273.4612,266.7915,268.7677,2054612
2026-06-25,272.0284,275.2398,270.3487,273.2142,3048811
2026-06-26,272.0284,272.0284,272.0284,272.0284,0
2026-06-29,270.2498,274.3011,266.3468,272.6213,4588967
